ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.020266080279999998,0.120363123496192,0.120363123496192,0.115774726250752,0.125282187754432,0.11789169612164802,0.126438170209072,0.126442608623152,0.127959332189488,0.130764927055408
