l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,15.0,7.0,16.0,24.0,24.0
1.0,16.0,2.0,18.0,24.0,24.0
2.0,16.0,5.0,17.0,24.0,24.0
2.0,16.0,5.0,17.0,24.0,24.0
