ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.11080610931500799,0.014103180258352001,0.0182458869568,0.00773068048,0.00773068048,0.009918804438448,0.006877897147312,0.010858773429808,0.0045515101828480006,0.0045515101828480006,0.005084280480688,0.0042725391349120005
