l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
8.0,4.0,9.0,6.0,0.0
5.0,12.0,7.0,13.0,1.0
7.0,12.0,9.0,14.0,2.0
3.0,6.0,4.0,12.0,3.0
4.0,6.0,8.0,12.0,3.0
8.0,6.0,10.0,12.0,3.0
6.0,5.0,8.0,6.0,4.0
