ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.018022541071408,0.111890488376752,0.11159820584555201,0.11522433316479999,0.11522433316479999,0.11522433316479999,0.114239763976192,0.113937364395952,0.11287607186636799,0.11420656683308798
