l_l_m,l_l_n,u_r_m,u_r_n,n,u
3.0,15.0,7.0,16.0,27.0,27.0
8.0,12.0,9.0,16.0,27.0,27.0
8.0,8.0,9.0,9.0,27.0,27.0
