ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31,ct_32,ct_33,ct_34,ct_35,ct_36
0.080535567633712,0.091163697586432,0.09375642392171199,0.09534190147000002,0.09534190147000002,0.06655009193080001,0.08863663406084799,0.09948269551364801,0.0943179479152,0.076158575397808,0.09534190147000002,0.09534190147000002,0.10327968653459202,0.08580437592467201,0.0996805554928,0.098518771183552,0.102293911526848,0.1047652865008,0.1047652865008,0.10048713453880001,0.10431273576299199,0.10262318647091201,0.0992078493388,0.093858210768832,0.10475540756267199,0.09942392485196799,0.104244728005888,0.104857851701248,0.10492183128875202,0.10245282793619201,0.1009823831152,0.097913117427712,0.097913117427712,0.102454376226352,0.10254883663052801,0.10240741488428799,0.102957465521968
