l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,5.0,6.0,12.0,0.0,0.0,0.0,27.0
1.0,5.0,2.0,12.0,0.0,0.0,1.0,1.0
6.0,6.0,8.0,12.0,0.0,0.0,2.0,6.0
1.0,7.0,2.0,14.0,1.0,1.0,3.0,16.0
2.0,12.0,4.0,14.0,1.0,1.0,4.0,14.0
4.0,12.0,8.0,13.0,1.0,1.0,5.0,20.0
4.0,12.0,8.0,13.0,1.0,1.0,6.0,0.0
1.0,3.0,4.0,5.0,2.0,2.0,7.0,0.0
4.0,4.0,6.0,5.0,2.0,2.0,8.0,0.0
6.0,4.0,8.0,6.0,2.0,2.0,9.0,0.0
6.0,4.0,8.0,6.0,2.0,2.0,10.0,0.0
4.0,13.0,8.0,18.0,3.0,3.0,11.0,1.0
2.0,14.0,4.0,18.0,3.0,3.0,12.0,3.0
6.0,11.0,8.0,12.0,3.0,3.0,13.0,19.0
2.0,12.0,6.0,13.0,4.0,4.0,14.0,0.0
1.0,5.0,2.0,7.0,4.0,4.0,15.0,11.0
6.0,5.0,8.0,6.0,5.0,5.0,16.0,2.0
2.0,12.0,4.0,18.0,6.0,6.0,17.0,0.0
4.0,12.0,8.0,13.0,6.0,6.0,18.0,0.0
4.0,12.0,8.0,13.0,6.0,6.0,19.0,0.0
4.0,13.0,5.0,14.0,7.0,7.0,20.0,12.0
-0.0,6.0,1.0,12.0,8.0,8.0,21.0,1.0
1.0,4.0,3.0,5.0,8.0,8.0,22.0,1.0
5.0,13.0,8.0,16.0,9.0,9.0,23.0,0.0
4.0,14.0,5.0,16.0,9.0,9.0,24.0,8.0
6.0,9.0,8.0,11.0,9.0,9.0,25.0,15.0
1.0,14.0,2.0,17.0,10.0,10.0,26.0,0.0
5.0,13.0,6.0,15.0,10.0,10.0,27.0,11.0
6.0,13.0,7.0,14.0,10.0,10.0,28.0,10.0
6.0,13.0,7.0,14.0,10.0,10.0,29.0,0.0
-0.0,12.0,1.0,14.0,10.0,10.0,30.0,0.0
1.0,14.0,4.0,15.0,11.0,11.0,31.0,5.0
6.0,8.0,8.0,9.0,11.0,11.0,32.0,13.0
7.0,13.0,8.0,14.0,11.0,11.0,33.0,8.0
6.0,7.0,8.0,8.0,12.0,12.0,34.0,11.0
7.0,6.0,9.0,7.0,13.0,13.0,35.0,4.0
8.0,17.0,9.0,18.0,13.0,13.0,36.0,1.0
6.0,14.0,7.0,16.0,13.0,13.0,37.0,5.0
7.0,14.0,8.0,17.0,13.0,13.0,38.0,3.0
8.0,7.0,10.0,17.0,13.0,13.0,39.0,3.0
7.0,7.0,8.0,14.0,13.0,13.0,40.0,0.0
5.0,15.0,6.0,16.0,15.0,15.0,41.0,3.0
7.0,17.0,8.0,18.0,15.0,15.0,42.0,0.0
2.0,18.0,3.0,19.0,15.0,15.0,43.0,0.0
3.0,18.0,4.0,20.0,15.0,15.0,44.0,0.0
4.0,18.0,8.0,20.0,15.0,15.0,45.0,0.0
8.0,18.0,9.0,20.0,15.0,15.0,46.0,0.0
4.0,16.0,7.0,18.0,15.0,15.0,47.0,0.0
8.0,4.0,9.0,6.0,17.0,17.0,48.0,0.0
7.0,14.0,8.0,15.0,17.0,17.0,49.0,1.0
9.0,6.0,10.0,7.0,17.0,17.0,50.0,0.0
6.0,6.0,7.0,7.0,17.0,17.0,51.0,3.0
1.0,15.0,2.0,16.0,18.0,18.0,52.0,1.0
2.0,12.0,3.0,13.0,21.0,21.0,53.0,7.0
3.0,4.0,4.0,5.0,22.0,22.0,54.0,0.0
2.0,13.0,3.0,14.0,23.0,23.0,55.0,6.0
3.0,12.0,4.0,13.0,23.0,23.0,56.0,6.0
2.0,15.0,4.0,16.0,24.0,24.0,57.0,3.0
1.0,16.0,2.0,18.0,24.0,24.0,58.0,0.0
2.0,16.0,5.0,17.0,24.0,24.0,59.0,2.0
2.0,16.0,5.0,17.0,24.0,24.0,60.0,0.0
3.0,13.0,4.0,14.0,24.0,24.0,61.0,5.0
6.0,10.0,7.0,11.0,24.0,24.0,62.0,3.0
5.0,16.0,7.0,17.0,27.0,27.0,63.0,1.0
7.0,10.0,8.0,11.0,27.0,27.0,64.0,2.0
6.0,9.0,8.0,10.0,28.0,28.0,65.0,0.0
