ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.014635977984448,0.09095212348,0.090598856694208,0.101853708358912,0.09777028027652801,0.102792089102128,0.10222067247539199,0.10222067247539199
