l_l_m,l_l_n,u_r_m,u_r_n,n,u
5.0,5.0,7.0,6.0,11.0,11.0
2.0,10.0,3.0,11.0,11.0,11.0
8.0,4.0,9.0,5.0,11.0,11.0
