l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,3.0
2.0,13.0,8.0,14.0,1.0,1.0,1.0,0.0
1.0,0.0,7.0,4.0,2.0,2.0,2.0,2.0
7.0,0.0,8.0,3.0,2.0,2.0,3.0,2.0
1.0,17.0,7.0,20.0,2.0,2.0,4.0,2.0
7.0,17.0,8.0,20.0,2.0,2.0,5.0,3.0
1.0,7.0,2.0,11.0,3.0,3.0,6.0,3.0
1.0,15.0,3.0,17.0,4.0,4.0,7.0,0.0
3.0,16.0,8.0,17.0,4.0,4.0,8.0,0.0
7.0,0.0,8.0,2.0,4.0,4.0,9.0,0.0
7.0,3.0,8.0,4.0,5.0,5.0,10.0,1.0
7.0,5.0,9.0,6.0,6.0,6.0,11.0,2.0
8.0,16.0,9.0,17.0,6.0,6.0,12.0,1.0
4.0,13.0,6.0,14.0,6.0,6.0,13.0,1.0
7.0,13.0,8.0,16.0,6.0,6.0,14.0,2.0
8.0,6.0,10.0,16.0,6.0,6.0,15.0,2.0
7.0,6.0,8.0,13.0,6.0,6.0,16.0,5.0
6.0,13.0,7.0,15.0,6.0,6.0,17.0,1.0
8.0,0.0,9.0,5.0,7.0,7.0,18.0,0.0
9.0,0.0,10.0,6.0,7.0,7.0,19.0,0.0
5.0,9.0,6.0,11.0,7.0,7.0,20.0,4.0
5.0,6.0,6.0,8.0,7.0,7.0,21.0,0.0
6.0,4.0,7.0,13.0,7.0,7.0,22.0,0.0
7.0,4.0,8.0,5.0,7.0,7.0,23.0,0.0
7.0,4.0,8.0,5.0,7.0,7.0,24.0,0.0
9.0,16.0,10.0,20.0,7.0,7.0,25.0,0.0
8.0,17.0,9.0,20.0,7.0,7.0,26.0,0.0
7.0,16.0,8.0,17.0,7.0,7.0,27.0,0.0
2.0,8.0,3.0,11.0,8.0,8.0,28.0,2.0
3.0,9.0,5.0,11.0,8.0,8.0,29.0,3.0
6.0,9.0,7.0,13.0,8.0,8.0,30.0,3.0
4.0,13.0,6.0,14.0,8.0,8.0,31.0,0.0
4.0,14.0,6.0,15.0,8.0,8.0,32.0,0.0
1.0,11.0,4.0,16.0,8.0,8.0,33.0,0.0
4.0,11.0,6.0,13.0,8.0,8.0,34.0,3.0
1.0,6.0,5.0,7.0,9.0,9.0,35.0,2.0
2.0,7.0,3.0,8.0,9.0,9.0,36.0,2.0
3.0,7.0,7.0,9.0,9.0,9.0,37.0,2.0
1.0,11.0,4.0,13.0,9.0,9.0,38.0,2.0
2.0,5.0,6.0,6.0,10.0,10.0,39.0,0.0
1.0,5.0,2.0,6.0,10.0,10.0,40.0,0.0
5.0,6.0,7.0,7.0,10.0,10.0,41.0,1.0
5.0,5.0,7.0,6.0,11.0,11.0,42.0,0.0
2.0,10.0,3.0,11.0,11.0,11.0,43.0,0.0
8.0,4.0,9.0,5.0,11.0,11.0,44.0,0.0
