ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.8571428571428572,1.0,0.35,1.0,0.19999999999999996,1.0,1.0,0.8888888888888888,0.33333333333333337,1.0,1.0,0.1333333333333333,0.5,0.75,1.0,1.0,0.33333333333333337,0.25,1.0
