l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,6.0
7.0,6.0,8.0,12.0,0.0,0.0,1.0,4.0
2.0,12.0,6.0,14.0,1.0,1.0,2.0,2.0
1.0,12.0,2.0,14.0,1.0,1.0,3.0,4.0
6.0,12.0,8.0,13.0,1.0,1.0,4.0,3.0
6.0,12.0,8.0,13.0,1.0,1.0,5.0,0.0
6.0,13.0,8.0,14.0,2.0,2.0,6.0,2.0
2.0,12.0,3.0,14.0,4.0,4.0,7.0,2.0
3.0,12.0,5.0,13.0,4.0,4.0,8.0,1.0
3.0,12.0,5.0,13.0,4.0,4.0,9.0,0.0
-0.0,8.0,1.0,11.0,4.0,4.0,10.0,0.0
1.0,4.0,2.0,5.0,4.0,4.0,11.0,0.0
5.0,12.0,6.0,16.0,6.0,6.0,12.0,0.0
6.0,14.0,8.0,15.0,6.0,6.0,13.0,0.0
1.0,14.0,3.0,17.0,6.0,6.0,14.0,0.0
3.0,13.0,5.0,16.0,6.0,6.0,15.0,0.0
7.0,10.0,8.0,11.0,6.0,6.0,16.0,0.0
