ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.10485941202347202,0.0944460605068,0.074948801509168,0.11476707940556802,0.12297711739724801,0.10914597045188798,0.120587296449328,0.12326511212339201,0.12833059383620798,0.127267447026112,0.129550753402288,0.129550753402288,0.124880940982528,0.118098003689728,0.127141793145088,0.12146356719275199,0.12858110512460802,0.1263377658688,0.128927867699248,0.129389617346992
