l_l_m,l_l_n,u_r_m,u_r_n,n,u
6.0,14.0,8.0,16.0,15.0,15.0
1.0,17.0,3.0,18.0,15.0,15.0
2.0,16.0,7.0,17.0,15.0,15.0
3.0,15.0,6.0,16.0,15.0,15.0
6.0,11.0,7.0,12.0,15.0,15.0
