ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.1384221360112,0.085702035116032,0.10544091244748802,0.12128693243084801,0.14204554518572798,0.130945211795392,0.118867480960048,0.13990836089132802,0.135947894404912,0.135947894404912,0.14234479361195201,0.142688316491008,0.13949430154028802,0.1366466470828,0.14285526352,0.14044846006067202,0.13971680276919998,0.13900778009195197,0.128520274570288,0.1384221360112,0.137236408451008,0.137236408451008
