l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,8.0,3.0,10.0,19.0,19.0
5.0,4.0,7.0,5.0,19.0,19.0
2.0,6.0,3.0,7.0,19.0,19.0
