l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
7.0,9.0,8.0,18.0,0.0
8.0,9.0,9.0,19.0,1.0
2.0,15.0,3.0,17.0,2.0
2.0,11.0,3.0,12.0,3.0
3.0,11.0,5.0,17.0,4.0
5.0,10.0,6.0,17.0,5.0
6.0,10.0,7.0,18.0,6.0
6.0,10.0,7.0,18.0,7.0
