ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.016230133277872,0.016081876745152,0.024024099954688,0.0276262047052,0.032745139997632004,0.014992257046192,0.015610795098928,0.009495701536768,0.012064817022208,0.006630025552431999,0.013693143228207999,0.0074314572172,0.0074314572172,0.007952624078848001,0.0040159771648000005,0.004989104014768,0.005125005316528,0.00551670667
