l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,14.0
1.0,6.0,2.0,13.0,1.0,1.0,1.0,5.0
2.0,0.0,6.0,4.0,2.0,2.0,2.0,2.0
1.0,0.0,2.0,4.0,2.0,2.0,3.0,1.0
6.0,0.0,8.0,3.0,2.0,2.0,4.0,2.0
1.0,17.0,7.0,20.0,2.0,2.0,5.0,1.0
7.0,17.0,8.0,20.0,2.0,2.0,6.0,1.0
1.0,13.0,5.0,15.0,3.0,3.0,7.0,1.0
5.0,13.0,8.0,14.0,3.0,3.0,8.0,2.0
5.0,13.0,8.0,14.0,3.0,3.0,9.0,0.0
6.0,3.0,8.0,4.0,4.0,4.0,10.0,1.0
1.0,4.0,2.0,8.0,5.0,5.0,11.0,2.0
2.0,4.0,8.0,6.0,5.0,5.0,12.0,0.0
2.0,4.0,8.0,6.0,5.0,5.0,13.0,0.0
7.0,5.0,8.0,6.0,7.0,7.0,14.0,2.0
8.0,5.0,9.0,13.0,7.0,7.0,15.0,1.0
8.0,5.0,9.0,13.0,7.0,7.0,16.0,0.0
1.0,13.0,3.0,14.0,8.0,8.0,17.0,2.0
2.0,4.0,4.0,6.0,10.0,10.0,18.0,1.0
4.0,5.0,7.0,6.0,10.0,10.0,19.0,0.0
1.0,8.0,2.0,12.0,10.0,10.0,20.0,3.0
9.0,6.0,10.0,14.0,11.0,11.0,21.0,0.0
7.0,14.0,8.0,15.0,11.0,11.0,22.0,0.0
8.0,13.0,9.0,16.0,11.0,11.0,23.0,0.0
8.0,4.0,9.0,5.0,11.0,11.0,24.0,0.0
3.0,13.0,4.0,14.0,13.0,13.0,25.0,0.0
1.0,12.0,2.0,13.0,14.0,14.0,26.0,2.0
1.0,6.0,2.0,8.0,15.0,15.0,27.0,1.0
