ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27
0.099216019594672,0.06721865560268801,0.092925914161408,0.091228293679552,0.122643252904192,0.12950486708919998,0.113322712837552,0.125478555470512,0.12253185282155199,0.127279681176832,0.12734419543244802,0.128230772641792,0.128759749543168,0.129505986198448,0.126926727257392,0.11657343486212798,0.12280026122080001,0.127128451962112,0.128759749543168,0.123081515551168,0.123081515551168,0.12949311665075197,0.125942525795248,0.126751769156032,0.1260910357612,0.12943996466603203,0.118863137945392,0.128256979995952
