ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.12103389492279998,0.017977775976448,0.021833425012911998,0.01246772608,0.0062452814092,0.004853678027199999,0.00716328043,0.0037247230527999997
