l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,20.0
1.0,8.0,2.0,11.0,1.0,1.0,1.0,9.0
1.0,11.0,2.0,13.0,3.0,3.0,5.0,5.0
1.0,6.0,2.0,8.0,3.0,3.0,6.0,9.0
2.0,13.0,3.0,14.0,3.0,3.0,7.0,1.0
1.0,13.0,2.0,15.0,9.0,9.0,14.0,0.0
2.0,14.0,4.0,15.0,9.0,9.0,15.0,0.0
3.0,13.0,8.0,14.0,9.0,9.0,16.0,2.0
1.0,7.0,2.0,8.0,9.0,9.0,17.0,1.0
1.0,8.0,2.0,9.0,11.0,11.0,24.0,1.0
1.0,8.0,2.0,11.0,12.0,12.0,25.0,0.0
1.0,6.0,2.0,13.0,16.0,16.0,26.0,0.0
1.0,11.0,2.0,12.0,18.0,18.0,27.0,0.0
3.0,14.0,5.0,16.0,21.0,21.0,28.0,0.0
