ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30
0.1084419011392,0.097945659271168,0.083627918659888,0.10370171790635199,0.12473735453900799,0.11131839123251201,0.1281588516268,0.128790462962608,0.124624735297792,0.12935773433132802,0.124067138241328,0.124624735297792,0.132354600975808,0.130145001422848,0.128790462962608,0.132362496176128,0.12668902730180798,0.12826144101227202,0.1302049842892,0.1281588516268,0.12471471739268801,0.129366683666368,0.132053018419888,0.13227678592,0.131247570911488,0.131247570911488,0.129876041125888,0.132332044193728,0.132376031199232,0.131247570911488,0.12518100411179198
