l_l_m,l_l_n,u_r_m,u_r_n,n,u
-0.0,11.0,1.0,15.0,22.0,22.0
1.0,15.0,2.0,17.0,22.0,22.0
2.0,16.0,3.0,17.0,22.0,22.0
5.0,15.0,6.0,16.0,22.0,22.0
