ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.043747662026032,0.115112645271808,0.08044428590080001,0.1103994045808,0.11744215329587201,0.119862398611888,0.117323240641792,0.119862398611888,0.1103994045808
