ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16
0.0395594986048,0.1300088153932,0.118758379475392,0.11679944259731198,0.12446580464051199,0.10695513598532802,0.130185923240752,0.130185923240752,0.11921510129156801,0.12446580464051199,0.126925616141872,0.12302216961683202,0.122242817816512,0.125802384897472,0.13073516897919998,0.13073516897919998,0.126338320511152
