ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.091433110072768,0.084831248116672,0.086833304360368,0.065105382769072,0.08895590536119999,0.10095824356100801,0.089490312161728,0.0886184150128,0.103845805884592,0.09982686074675198,0.101153469089968,0.104139890141632,0.10426082010539199,0.10349088939923201
