l_l_m,l_l_n,u_r_m,u_r_n,n,u
3.0,0.0,4.0,3.0,16.0,16.0
4.0,0.0,8.0,4.0,16.0,16.0
4.0,0.0,8.0,4.0,16.0,16.0
7.0,5.0,8.0,6.0,16.0,16.0
