ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13
0.046147961130928006,0.135992311438768,0.135992311438768,0.13462179947411199,0.15033273163,0.144889278294832,0.144889278294832,0.134722810316032,0.151272665884672,0.135992311438768,0.135992311438768,0.13489595433131202,0.147666855862528,0.13988707192427202
