l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,2.0,13.0,0.0,0.0,0.0,13.0
2.0,4.0,3.0,12.0,0.0,0.0,1.0,10.0
3.0,5.0,6.0,12.0,0.0,0.0,2.0,24.0
6.0,5.0,7.0,11.0,0.0,0.0,3.0,8.0
7.0,6.0,8.0,11.0,0.0,0.0,4.0,1.0
6.0,7.0,7.0,13.0,1.0,1.0,5.0,10.0
7.0,11.0,8.0,13.0,1.0,1.0,6.0,7.0
2.0,12.0,6.0,13.0,1.0,1.0,7.0,17.0
7.0,8.0,8.0,9.0,2.0,2.0,11.0,14.0
1.0,13.0,3.0,14.0,3.0,3.0,12.0,11.0
7.0,9.0,8.0,11.0,3.0,3.0,13.0,15.0
7.0,7.0,8.0,8.0,3.0,3.0,14.0,13.0
3.0,13.0,8.0,14.0,4.0,4.0,15.0,2.0
6.0,11.0,8.0,12.0,5.0,5.0,19.0,7.0
2.0,7.0,3.0,12.0,9.0,9.0,28.0,13.0
3.0,13.0,6.0,14.0,9.0,9.0,29.0,3.0
2.0,6.0,3.0,7.0,12.0,12.0,31.0,8.0
1.0,7.0,2.0,13.0,15.0,15.0,36.0,8.0
1.0,5.0,2.0,7.0,16.0,16.0,38.0,3.0
6.0,7.0,7.0,11.0,20.0,20.0,44.0,4.0
2.0,12.0,4.0,13.0,20.0,20.0,45.0,0.0
6.0,12.0,7.0,13.0,21.0,21.0,46.0,2.0
1.0,6.0,2.0,7.0,21.0,21.0,47.0,0.0
7.0,12.0,8.0,14.0,24.0,24.0,48.0,0.0
