ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.020140604873151998,0.026767069566207998,0.019241534675392,0.016665220433968,0.013564136222512001,0.010686624338608001,0.0193539591628,0.007466940466432001,0.010980471982768001,0.0036730588346079998,0.0036730588346079998,0.006679240237311999,0.003673368129472,0.003673368129472,0.007539858368512
