ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.5952380952380952,0.05555555555555558,1.0,1.0,1.0,0.5,0.5,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,0.5,1.0
