l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,7.0,13.0,0.0,0.0,0.0,19.0
7.0,6.0,8.0,13.0,0.0,0.0,1.0,5.0
2.0,2.0,8.0,6.0,1.0,1.0,2.0,3.0
1.0,17.0,7.0,20.0,2.0,2.0,3.0,2.0
7.0,17.0,8.0,20.0,2.0,2.0,4.0,2.0
1.0,0.0,2.0,4.0,2.0,2.0,5.0,1.0
2.0,0.0,8.0,2.0,2.0,2.0,6.0,3.0
2.0,0.0,8.0,2.0,2.0,2.0,7.0,0.0
8.0,0.0,10.0,3.0,3.0,3.0,8.0,2.0
8.0,3.0,10.0,17.0,3.0,3.0,9.0,1.0
8.0,17.0,10.0,20.0,3.0,3.0,10.0,1.0
7.0,15.0,8.0,17.0,3.0,3.0,11.0,1.0
2.0,16.0,4.0,17.0,4.0,4.0,12.0,2.0
7.0,7.0,8.0,13.0,5.0,5.0,13.0,4.0
1.0,13.0,5.0,14.0,5.0,5.0,14.0,5.0
5.0,13.0,6.0,14.0,6.0,6.0,15.0,6.0
6.0,13.0,8.0,15.0,6.0,6.0,16.0,3.0
6.0,13.0,8.0,15.0,6.0,6.0,17.0,0.0
7.0,3.0,8.0,6.0,6.0,6.0,18.0,0.0
7.0,17.0,8.0,18.0,6.0,6.0,19.0,0.0
8.0,9.0,9.0,12.0,7.0,7.0,20.0,2.0
-0.0,9.0,1.0,16.0,8.0,8.0,21.0,1.0
2.0,14.0,6.0,16.0,8.0,8.0,22.0,1.0
1.0,14.0,2.0,16.0,8.0,8.0,23.0,1.0
1.0,16.0,2.0,18.0,8.0,8.0,24.0,1.0
1.0,16.0,2.0,18.0,8.0,8.0,25.0,0.0
7.0,6.0,8.0,13.0,9.0,9.0,26.0,0.0
7.0,6.0,8.0,13.0,10.0,10.0,27.0,0.0
5.0,5.0,8.0,6.0,11.0,11.0,28.0,4.0
8.0,5.0,9.0,9.0,11.0,11.0,29.0,1.0
8.0,5.0,9.0,9.0,11.0,11.0,30.0,0.0
1.0,5.0,4.0,6.0,13.0,13.0,31.0,5.0
1.0,14.0,5.0,15.0,14.0,14.0,32.0,2.0
6.0,13.0,8.0,14.0,14.0,14.0,33.0,2.0
2.0,1.0,3.0,4.0,16.0,16.0,34.0,0.0
3.0,2.0,5.0,4.0,16.0,16.0,35.0,1.0
5.0,3.0,8.0,4.0,16.0,16.0,36.0,1.0
4.0,5.0,5.0,6.0,16.0,16.0,37.0,3.0
1.0,4.0,5.0,5.0,16.0,16.0,38.0,2.0
5.0,4.0,7.0,5.0,16.0,16.0,39.0,1.0
7.0,7.0,8.0,8.0,16.0,16.0,40.0,4.0
7.0,8.0,8.0,12.0,17.0,17.0,41.0,4.0
7.0,6.0,8.0,7.0,17.0,17.0,42.0,3.0
5.0,14.0,7.0,15.0,19.0,19.0,43.0,0.0
7.0,12.0,8.0,13.0,19.0,19.0,44.0,0.0
8.0,3.0,9.0,5.0,20.0,20.0,45.0,0.0
9.0,3.0,10.0,10.0,20.0,20.0,46.0,0.0
7.0,4.0,8.0,5.0,20.0,20.0,47.0,0.0
5.0,2.0,8.0,3.0,20.0,20.0,48.0,0.0
4.0,4.0,5.0,5.0,20.0,20.0,49.0,0.0
