ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.13056621159659199,0.011366411005888,0.0060398050731999995,0.004477963913152,0.004477963913152,0.0085038104428,0.025116742379967995,0.004506317155888
