ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.10791158047403202,0.013362482557888,0.012406476654591998,0.012406476654591998,0.0052805203629280005,0.005024159738800001,0.006833050667007999,0.004889317196032
