ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21
0.10985316923780798,0.09710274973004801,0.085819486604848,0.105201830591152,0.12596579564459198,0.11187772877636798,0.129447237635008,0.129907409569792,0.12453146521720002,0.12125303761811201,0.129447237635008,0.129907409569792,0.1306902557248,0.12520975280516802,0.129447237635008,0.129447237635008,0.126064432399408,0.130508974693168,0.133526629932208,0.133617157732528,0.13292122901804798,0.133102010627008
