ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.12103389492279998,0.005410488012208,0.017977775976448,0.01246772608,0.0104740657612,0.004344083832832,0.00716328043,0.0037247230527999997,0.003704301979072,0.025068661719999996,0.058592698024192,0.058592698024192,0.015840152483632,0.006330107165488,0.019924804107952,0.013325608019968
