ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25
0.12570326723319997,0.127146796217008,0.08279844692919999,0.121848319148992,0.12935773433132802,0.1127363874928,0.130506730291888,0.12429977661879998,0.135153264107968,0.132036678020032,0.132660946050352,0.122958988265392,0.131799542333488,0.13399874892548802,0.13399874892548802,0.12857608202948798,0.13399874892548802,0.127146796217008,0.12854148038699198,0.131799542333488,0.12570326723319997,0.136071477901312,0.13518849469235197,0.121848319148992,0.13070934318227198,0.134607614750512
