l_l_m,l_l_n,u_r_m,u_r_n,n,u
7.0,15.0,8.0,16.0,18.0,18.0
8.0,15.0,9.0,20.0,18.0,18.0
9.0,18.0,10.0,20.0,18.0,18.0
7.0,0.0,9.0,1.0,18.0,18.0
6.0,12.0,7.0,13.0,18.0,18.0
6.0,4.0,7.0,5.0,18.0,18.0
