ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.121004941320448,0.0075081911308,0.029394440465199997,0.0250941571648,0.04764205282436801,0.00558746908,0.008226452407552,0.017744813596671998,0.003898454134192,0.0061820190412
