l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
0.0,0.0,1.0,3.0,0.0
0.0,3.0,1.0,17.0,0.0
0.0,17.0,1.0,20.0,0.0
1.0,0.0,2.0,9.0,1.0
5.0,1.0,6.0,2.0,2.0
4.0,3.0,5.0,6.0,3.0
4.0,6.0,5.0,14.0,3.0
4.0,14.0,5.0,17.0,3.0
1.0,11.0,2.0,20.0,4.0
2.0,12.0,3.0,20.0,5.0
3.0,15.0,4.0,20.0,6.0
4.0,17.0,5.0,20.0,7.0
5.0,17.0,6.0,19.0,8.0
4.0,0.0,5.0,3.0,9.0
3.0,0.0,4.0,4.0,10.0
2.0,0.0,3.0,8.0,11.0
2.0,0.0,3.0,8.0,12.0
