l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
0.0,0.0,1.0,3.0,0.0
0.0,3.0,1.0,17.0,0.0
0.0,17.0,1.0,20.0,0.0
1.0,0.0,2.0,10.0,1.0
5.0,2.0,6.0,3.0,2.0
1.0,11.0,2.0,20.0,3.0
2.0,13.0,3.0,20.0,4.0
3.0,16.0,4.0,20.0,5.0
4.0,18.0,6.0,20.0,6.0
4.0,0.0,5.0,4.0,7.0
3.0,0.0,4.0,5.0,8.0
2.0,0.0,3.0,9.0,9.0
2.0,0.0,3.0,9.0,10.0
