ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28
0.15538607683,0.1602385234432,0.1474127970892,0.15464917370924802,0.141761559812272,0.11813646332075199,0.15184040154668801,0.155288584446208,0.14812903566519997,0.155249115531712,0.160067905114048,0.15179355409796802,0.15116134527923197,0.15116134527923197,0.161273382224128,0.16045522299692802,0.16138076875000001,0.16091198594252798,0.16091198594252798,0.15464917370924802,0.16197886618719998,0.158920743247792,0.163539672183232,0.161709163168192,0.16304049780279997,0.1635585778348,0.15757520082999998,0.162948527706112,0.160847742910912
