l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
0.0,3.0,1.0,4.0,0.0
0.0,4.0,1.0,18.0,0.0
0.0,18.0,1.0,19.0,0.0
1.0,4.0,2.0,5.0,1.0
1.0,5.0,2.0,17.0,1.0
1.0,17.0,2.0,18.0,1.0
2.0,5.0,3.0,17.0,2.0
3.0,7.0,4.0,15.0,3.0
4.0,8.0,5.0,15.0,4.0
5.0,8.0,6.0,14.0,5.0
5.0,8.0,6.0,14.0,6.0
