l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
0.0,0.0,2.0,4.0,0.0
0.0,4.0,2.0,16.0,0.0
0.0,16.0,2.0,20.0,0.0
2.0,0.0,3.0,1.0,1.0
2.0,5.0,3.0,6.0,2.0
2.0,6.0,3.0,18.0,2.0
2.0,18.0,3.0,20.0,2.0
3.0,8.0,4.0,17.0,3.0
4.0,10.0,5.0,16.0,4.0
