l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
0.0,1.0,2.0,13.0,0.0
0.0,0.0,2.0,1.0,0.0
2.0,0.0,3.0,12.0,1.0
3.0,2.0,4.0,10.0,2.0
4.0,2.0,5.0,9.0,3.0
5.0,3.0,6.0,9.0,4.0
