ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.0545835555052,0.125433740854528,0.14503442843852798,0.144442505863168,0.140643266333632,0.144032296334128,0.135224296913968,0.1436591174092,0.13953166350596802,0.12970636243
