ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.8125,0.7142857142857143,0.8333333333333334,0.5,0.5714285714285714,0.19999999999999996,0.25,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
