l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,3.0,14.0,0.0,0.0,0.0,13.0
3.0,6.0,6.0,13.0,0.0,0.0,1.0,26.0
6.0,7.0,8.0,13.0,0.0,0.0,2.0,25.0
7.0,13.0,9.0,14.0,2.0,2.0,9.0,6.0
2.0,11.0,3.0,18.0,3.0,3.0,12.0,1.0
3.0,13.0,5.0,18.0,3.0,3.0,13.0,1.0
5.0,13.0,7.0,17.0,3.0,3.0,14.0,1.0
1.0,14.0,3.0,15.0,5.0,5.0,17.0,5.0
3.0,13.0,5.0,14.0,7.0,7.0,22.0,8.0
5.0,13.0,7.0,14.0,13.0,13.0,26.0,8.0
7.0,13.0,8.0,14.0,15.0,15.0,31.0,4.0
2.0,10.0,3.0,11.0,20.0,20.0,44.0,5.0
1.0,8.0,2.0,14.0,21.0,21.0,45.0,2.0
2.0,8.0,3.0,10.0,21.0,21.0,46.0,4.0
2.0,11.0,3.0,14.0,21.0,21.0,47.0,5.0
2.0,6.0,3.0,8.0,22.0,22.0,49.0,3.0
