l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
7.0,11.0,9.0,13.0,0.0
9.0,13.0,10.0,18.0,1.0
4.0,18.0,6.0,19.0,2.0
3.0,13.0,4.0,18.0,3.0
4.0,13.0,8.0,18.0,3.0
8.0,13.0,9.0,18.0,3.0
4.0,12.0,7.0,13.0,4.0
6.0,18.0,9.0,20.0,5.0
