ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.11270867093036802,0.006266482030528001,0.062927376376768,0.006248129028351999,0.004976586739888,0.0038284335052,0.012250157106112,0.005855503811632,0.007357008986368001,0.006241168305088,0.040334655367168,0.040334655367168,0.004994111311792,0.004979715929008,0.016178413412608,0.005156968872112,0.003742671951808,0.012603311057968001,0.0049324743710079996
