l_l_m,l_l_n,u_r_m,u_r_n,n,u
4.0,12.0,5.0,13.0,23.0,23.0
6.0,6.0,7.0,7.0,23.0,23.0
1.0,4.0,2.0,5.0,23.0,23.0
