ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.031131470216752,0.058504971625647995,0.015461513261872001,0.023733208336048,0.013074469355968,0.004587054007552,0.010031420900607999,0.0050125776311680005,0.005025411929392
