ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.112337387918512,0.06215964903520001,0.124915741873072,0.112337387918512,0.131277933034432,0.14148009372083203,0.145156302641968,0.14572360106411197,0.140442698064832,0.14017313329964798,0.146657447069632,0.146657447069632,0.139784671264048
