ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.017362591285552,0.13387811463059202,0.149486356562992,0.152215375256512,0.149486356562992,0.144840906817792,0.15123772687480003,0.15023998052396798,0.151947755904688,0.152534255436592
