l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
7.0,3.0,10.0,14.0,0.0
8.0,14.0,9.0,15.0,1.0
3.0,10.0,4.0,11.0,2.0
3.0,6.0,4.0,8.0,3.0
4.0,6.0,5.0,12.0,4.0
5.0,5.0,6.0,12.0,5.0
6.0,5.0,7.0,13.0,6.0
6.0,5.0,7.0,13.0,7.0
