ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30
0.049843675333888,0.140360310976048,0.15850710539972798,0.160133845187248,0.15618482198699202,0.1636714191472,0.150549627802048,0.1593196914688,0.15502911542828798,0.13863024908612798,0.160699293808432,0.153442376824768,0.1448082740032,0.15618482198699202,0.155838550232752,0.11741134009451201,0.143832293248048,0.16506148000120002,0.14740223926148802,0.14548887865412802,0.165224914413568,0.159534712575232,0.16266786670916802,0.1634823504448,0.15880674122080002,0.162820046197168,0.16429960048235198,0.16343723019155199,0.15453812472755202,0.1636714191472,0.164920131385792
