l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,3.0
2.0,13.0,8.0,14.0,1.0,1.0,1.0,1.0
1.0,0.0,7.0,4.0,2.0,2.0,2.0,3.0
7.0,0.0,8.0,3.0,2.0,2.0,3.0,3.0
1.0,17.0,7.0,20.0,2.0,2.0,4.0,2.0
7.0,17.0,8.0,20.0,2.0,2.0,5.0,3.0
1.0,7.0,2.0,11.0,3.0,3.0,6.0,13.0
1.0,15.0,3.0,17.0,4.0,4.0,7.0,1.0
3.0,16.0,8.0,17.0,4.0,4.0,8.0,0.0
7.0,0.0,8.0,2.0,4.0,4.0,9.0,0.0
7.0,3.0,8.0,4.0,5.0,5.0,10.0,2.0
7.0,5.0,9.0,6.0,6.0,6.0,11.0,3.0
8.0,16.0,9.0,17.0,6.0,6.0,12.0,1.0
4.0,13.0,6.0,14.0,6.0,6.0,13.0,8.0
7.0,13.0,8.0,16.0,6.0,6.0,14.0,6.0
8.0,6.0,10.0,16.0,6.0,6.0,15.0,4.0
7.0,6.0,8.0,13.0,6.0,6.0,16.0,17.0
6.0,13.0,7.0,15.0,6.0,6.0,17.0,8.0
8.0,0.0,9.0,5.0,7.0,7.0,18.0,1.0
9.0,0.0,10.0,6.0,7.0,7.0,19.0,1.0
5.0,9.0,6.0,11.0,7.0,7.0,20.0,16.0
5.0,6.0,6.0,8.0,7.0,7.0,21.0,3.0
6.0,4.0,7.0,13.0,7.0,7.0,22.0,0.0
7.0,4.0,8.0,5.0,7.0,7.0,23.0,1.0
7.0,4.0,8.0,5.0,7.0,7.0,24.0,0.0
9.0,16.0,10.0,20.0,7.0,7.0,25.0,0.0
8.0,17.0,9.0,20.0,7.0,7.0,26.0,0.0
7.0,16.0,8.0,17.0,7.0,7.0,27.0,0.0
2.0,8.0,3.0,11.0,8.0,8.0,28.0,14.0
3.0,9.0,5.0,11.0,8.0,8.0,29.0,15.0
6.0,9.0,7.0,13.0,8.0,8.0,30.0,15.0
4.0,13.0,6.0,14.0,8.0,8.0,31.0,0.0
4.0,14.0,6.0,15.0,8.0,8.0,32.0,6.0
1.0,11.0,4.0,16.0,8.0,8.0,33.0,0.0
4.0,11.0,6.0,13.0,8.0,8.0,34.0,15.0
1.0,6.0,5.0,7.0,9.0,9.0,35.0,7.0
2.0,7.0,3.0,8.0,9.0,9.0,36.0,10.0
3.0,7.0,7.0,9.0,9.0,9.0,37.0,5.0
1.0,11.0,4.0,13.0,9.0,9.0,38.0,14.0
2.0,5.0,6.0,6.0,10.0,10.0,39.0,0.0
1.0,5.0,2.0,6.0,10.0,10.0,40.0,2.0
5.0,6.0,7.0,7.0,10.0,10.0,41.0,3.0
5.0,5.0,7.0,6.0,11.0,11.0,42.0,1.0
2.0,10.0,3.0,11.0,11.0,11.0,43.0,0.0
8.0,4.0,9.0,5.0,11.0,11.0,44.0,0.0
-0.0,6.0,1.0,15.0,13.0,13.0,45.0,0.0
1.0,13.0,2.0,16.0,13.0,13.0,46.0,4.0
2.0,14.0,3.0,15.0,13.0,13.0,47.0,6.0
2.0,5.0,3.0,6.0,13.0,13.0,48.0,1.0
5.0,6.0,6.0,7.0,14.0,14.0,49.0,0.0
2.0,13.0,3.0,14.0,15.0,15.0,50.0,6.0
3.0,13.0,4.0,15.0,15.0,15.0,51.0,6.0
2.0,15.0,6.0,16.0,15.0,15.0,52.0,1.0
3.0,8.0,4.0,9.0,16.0,16.0,53.0,7.0
3.0,4.0,4.0,6.0,17.0,17.0,54.0,0.0
4.0,4.0,5.0,7.0,17.0,17.0,55.0,0.0
5.0,4.0,7.0,5.0,17.0,17.0,56.0,0.0
5.0,4.0,7.0,5.0,17.0,17.0,57.0,0.0
6.0,7.0,7.0,8.0,17.0,17.0,58.0,3.0
4.0,8.0,5.0,9.0,18.0,18.0,59.0,6.0
5.0,8.0,7.0,9.0,19.0,19.0,60.0,5.0
3.0,7.0,5.0,8.0,20.0,20.0,61.0,2.0
7.0,13.0,8.0,14.0,20.0,20.0,62.0,2.0
6.0,6.0,7.0,7.0,22.0,22.0,63.0,0.0
1.0,13.0,2.0,14.0,23.0,23.0,64.0,1.0
1.0,14.0,2.0,15.0,24.0,24.0,65.0,0.0
