ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.013506728789248001,0.012715017869247999,0.06207539200000001,0.017994431076352,0.020517006365872,0.014775528356799999,0.007928228545792,0.012317650432432,0.00487399723
