l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
1.0,5.0,3.0,7.0,0.0
3.0,6.0,6.0,7.0,1.0
1.0,12.0,2.0,15.0,2.0
2.0,12.0,4.0,14.0,3.0
3.0,7.0,7.0,12.0,4.0
0.0,7.0,3.0,12.0,4.0
4.0,12.0,6.0,13.0,5.0
4.0,12.0,6.0,13.0,6.0
