l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,2.0,13.0,0.0,0.0,0.0,9.0
2.0,4.0,3.0,12.0,0.0,0.0,1.0,8.0
3.0,5.0,6.0,12.0,0.0,0.0,2.0,9.0
6.0,5.0,7.0,11.0,0.0,0.0,3.0,3.0
6.0,7.0,7.0,13.0,1.0,1.0,5.0,5.0
2.0,12.0,6.0,13.0,1.0,1.0,7.0,5.0
1.0,2.0,4.0,4.0,2.0,2.0,8.0,1.0
3.0,4.0,8.0,5.0,2.0,2.0,10.0,1.0
1.0,13.0,3.0,14.0,3.0,3.0,12.0,4.0
-0.0,8.0,1.0,11.0,6.0,6.0,21.0,1.0
-0.0,11.0,1.0,15.0,7.0,7.0,22.0,0.0
-0.0,6.0,1.0,8.0,7.0,7.0,23.0,1.0
-0.0,4.0,1.0,6.0,8.0,8.0,25.0,0.0
2.0,7.0,3.0,12.0,9.0,9.0,28.0,0.0
