ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.074525338326832,0.11584466518163199,0.09294990997119999,0.104659234205632,0.13753249259315198,0.12944779710020798,0.13101768774980802,0.131925695226928,0.137528489910832,0.1309176859372,0.140634042509248,0.13845939307,0.138317262666928,0.140408127904192,0.128923957085632,0.133354688047792,0.133354688047792,0.126796750193968,0.138804624215728
