l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,6.0,6.0,13.0,0.0,0.0,1.0,26.0
6.0,7.0,8.0,13.0,0.0,0.0,2.0,26.0
2.0,7.0,3.0,9.0,1.0,1.0,8.0,21.0
6.0,13.0,8.0,14.0,2.0,2.0,10.0,8.0
2.0,11.0,3.0,12.0,2.0,2.0,11.0,21.0
2.0,9.0,3.0,11.0,3.0,3.0,13.0,21.0
2.0,12.0,3.0,14.0,5.0,5.0,19.0,15.0
3.0,13.0,6.0,14.0,5.0,5.0,20.0,11.0
1.0,7.0,2.0,9.0,5.0,5.0,21.0,13.0
1.0,9.0,2.0,12.0,6.0,6.0,25.0,13.0
1.0,12.0,2.0,13.0,7.0,7.0,27.0,9.0
1.0,13.0,2.0,15.0,10.0,10.0,29.0,7.0
2.0,14.0,3.0,15.0,10.0,10.0,30.0,4.0
6.0,14.0,7.0,15.0,19.0,19.0,37.0,2.0
3.0,14.0,4.0,15.0,21.0,21.0,40.0,1.0
4.0,14.0,6.0,15.0,26.0,26.0,41.0,0.0
7.0,14.0,8.0,15.0,26.0,26.0,42.0,0.0
